Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_date,Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score
NY-CMP-1527,"Paid Ads","Tier 2 City Customers","WhatsApp, YouTube, Email",Tamil,Youth,2025-03-23,11,22932,3165,887,500,322500,275.59,1.34,19.85
NY-CMP-1528,"Social Media","College Students","Facebook, Google, Instagram",Tamil,"Working Women",2024-09-10,30,80131,8481,2695,2039,1578186,134.68,4.75,16.49
NY-CMP-1529,Influencer,Youth,"Google, Email",Bengali,Youth,2024-07-03,13,27515,2074,927,387,224073,491.09,0.18,12.31
NY-CMP-1530,"Paid Ads","College Students","Google, Email",Tamil,"Premium Shoppers",2024-12-19,16,72177,5889,3318,1138,326606,231.55,0.24,14.33
NY-CMP-1531,SEO,"Premium Shoppers","Email, Facebook",Tamil,"Premium Shoppers",2025-04-30,14,49359,5231,2497,1585,698985,102.33,3.31,18.87
NY-CMP-1532,"Social Media","Tier 2 City Customers","Facebook, Email, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-07,8,36264,1232,617,307,171920,814.61,-0.31,5.95
NY-CMP-1533,Influencer,Youth,"Facebook, Instagram, WhatsApp",Hindi,"Working Women",2024-08-18,8,75756,8106,4666,2859,1032099,91.14,2.96,20.63
NY-CMP-1534,"Paid Ads","Tier 2 City Customers","YouTube, Facebook",Bengali,"College Students",2025-06-14,13,66723,6284,1466,758,339584,219.06,1.05,12.75
NY-CMP-1535,"Paid Ads","Tier 2 City Customers","Google, Facebook, Email",Bengali,"Tier 2 City Customers",2025-04-05,28,26904,3794,1431,981,595467,69.16,7.78,23.07
NY-CMP-1536,Email,"Tier 2 City Customers",WhatsApp,English,"Tier 2 City Customers",2024-09-02,12,14136,941,436,253,93863,976.89,-0.62,11.53
NY-CMP-1537,"Social Media",Youth,"Facebook, Instagram",Tamil,"Premium Shoppers",2025-02-11,25,67236,1455,316,118,27494,2229.88,-0.9,2.81
NY-CMP-1538,"Paid Ads",Youth,Instagram,Hindi,"Premium Shoppers",2024-11-21,22,89989,12191,7228,3410,2557500,77.97,8.62,25.37
NY-CMP-1539,"Social Media","Premium Shoppers",Google,English,"College Students",2025-05-16,30,20485,1933,986,568,294224,439.57,0.18,17.02
NY-CMP-1540,"Paid Ads","Premium Shoppers","Email, WhatsApp",Hindi,"Premium Shoppers",2025-01-30,9,76374,5429,2101,1129,462890,115.33,2.56,11.34
NY-CMP-1541,"Social Media","Tier 2 City Customers","Instagram, Email",English,"College Students",2024-10-10,27,44746,3058,954,322,74060,486.3,-0.53,9.69
NY-CMP-1542,"Social Media","College Students","Instagram, Google, Email",English,"Tier 2 City Customers",2024-09-28,25,92675,11345,5576,3741,1866759,23.75,20.01,22.3
NY-CMP-1543,SEO,Youth,Instagram,Tamil,"Tier 2 City Customers",2025-04-04,17,77138,5782,2843,2168,1723560,61.01,12.03,13.99
NY-CMP-1544,"Paid Ads",Youth,Facebook,English,"Working Women",2024-10-31,20,38242,4621,1786,941,551426,270.55,1.17,19.21
NY-CMP-1545,Email,"Premium Shoppers","WhatsApp, Facebook, Google",Bengali,Youth,2024-12-08,28,84181,11704,5912,3869,1717836,56.09,6.92,25.52
NY-CMP-1546,"Social Media","Working Women",Google,English,Youth,2025-01-27,25,58196,6729,1746,695,244640,74.91,3.7,15.76
NY-CMP-1547,Influencer,"College Students","Instagram, WhatsApp, Facebook",English,"Working Women",2025-04-29,17,62402,3778,1907,1333,1047738,47.26,15.63,11.25
NY-CMP-1548,"Social Media","Tier 2 City Customers","WhatsApp, Google, Facebook",Tamil,"Tier 2 City Customers",2025-04-03,12,90033,8177,1670,535,224700,369.04,0.14,11.53
NY-CMP-1549,"Social Media",Youth,"Email, Facebook, Google",Bengali,"Working Women",2024-12-26,19,20283,857,431,237,102147,1097.75,-0.61,7.52
NY-CMP-1550,"Social Media","Tier 2 City Customers",Instagram,English,"Working Women",2025-04-22,15,74761,4170,1180,398,113032,315.5,-0.1,7.69
NY-CMP-1551,Influencer,"College Students","Facebook, WhatsApp, Email",Tamil,"College Students",2025-02-09,5,12307,1001,520,402,209442,369.93,0.41,15.63
NY-CMP-1552,"Social Media",Youth,"Google, YouTube, WhatsApp",Tamil,"Tier 2 City Customers",2025-01-28,16,91281,7431,4043,1516,422964,83.62,2.34,14.23
NY-CMP-1553,Influencer,"College Students","Google, Instagram, Email",Tamil,"College Students",2025-05-11,11,13120,960,486,190,59850,1407.93,-0.78,12.47
NY-CMP-1554,Email,"College Students",Google,Tamil,"Tier 2 City Customers",2024-10-23,16,86056,6329,1300,684,508896,146.14,4.09,9.66
NY-CMP-1555,SEO,"Tier 2 City Customers",Facebook,Tamil,"Premium Shoppers",2025-03-15,18,67155,8772,4070,2839,1493314,18.47,27.48,23.35
NY-CMP-1556,"Paid Ads","College Students","Facebook, Email",Bengali,"Tier 2 City Customers",2024-07-07,22,40686,4308,2146,744,248496,367.27,-0.09,17.69
NY-CMP-1557,"Paid Ads",Youth,"Google, WhatsApp",English,"Working Women",2025-02-27,24,38003,5637,1820,644,180320,85.7,2.27,21.32
NY-CMP-1558,Influencer,"Working Women",Email,Bengali,"Working Women",2025-05-09,9,18838,1199,622,231,181335,970.11,-0.19,10.89
NY-CMP-1559,SEO,"Tier 2 City Customers",Instagram,Hindi,"Premium Shoppers",2024-12-06,18,99786,6470,2836,1527,833742,53.69,9.17,10.86
NY-CMP-1560,"Paid Ads","Premium Shoppers",Instagram,Tamil,"Premium Shoppers",2025-04-24,20,54653,6191,1322,893,390241,281.85,0.55,15.38
NY-CMP-1561,Email,"Tier 2 City Customers","Instagram, Facebook, WhatsApp",Hindi,"Tier 2 City Customers",2024-11-13,13,46810,2463,932,390,234000,707.52,-0.15,8.09
NY-CMP-1562,Email,"Working Women","Google, WhatsApp",English,"Premium Shoppers",2025-05-14,13,23081,715,245,179,97197,355.68,0.53,4.93
NY-CMP-1563,Influencer,"Premium Shoppers",Instagram,Bengali,Youth,2025-06-10,9,81227,4092,1364,882,455994,225.45,1.29,7.8
NY-CMP-1564,"Social Media","College Students","YouTube, Email, WhatsApp",Bengali,"Premium Shoppers",2025-03-30,30,73049,8024,3561,1099,231889,183.84,0.15,17.36
NY-CMP-1565,"Paid Ads","Working Women","WhatsApp, Google",English,"Premium Shoppers",2024-08-28,30,95418,2414,675,241,143877,333.14,0.79,3.49
NY-CMP-1566,Email,Youth,"YouTube, Email",Bengali,"Premium Shoppers",2025-04-27,16,12408,1131,666,225,65475,1261.18,-0.77,16.3
NY-CMP-1567,"Paid Ads",Youth,Email,Tamil,"Tier 2 City Customers",2024-07-19,30,68517,5282,2254,1364,1068012,82.95,8.44,12.99
NY-CMP-1568,"Paid Ads","Tier 2 City Customers","YouTube, Google, Facebook",English,"Tier 2 City Customers",2024-09-06,25,33673,2583,953,561,437019,474.66,0.64,12.17
NY-CMP-1569,Influencer,"Premium Shoppers",Instagram,English,"Tier 2 City Customers",2025-01-30,28,57159,8510,4235,2413,1498473,38.26,15.23,26.52
NY-CMP-1570,Email,"College Students","WhatsApp, Google",Hindi,Youth,2025-02-01,21,49927,6339,1846,833,495635,359.88,0.65,18.06
NY-CMP-1571,"Paid Ads","College Students","WhatsApp, Facebook",English,Youth,2024-12-11,13,39327,5389,2425,1791,612522,67,4.1,24.42
NY-CMP-1572,"Social Media","College Students","WhatsApp, Instagram, YouTube",Bengali,"College Students",2024-10-15,16,48822,5085,1915,704,368896,106.07,3.94,15.78
NY-CMP-1573,Email,"Working Women","Instagram, WhatsApp, Google",English,"College Students",2024-10-06,25,49394,1334,796,249,112299,1085.71,-0.58,4.82
NY-CMP-1574,"Social Media","Tier 2 City Customers",Instagram,Tamil,"Premium Shoppers",2024-09-14,27,18187,2014,425,315,172620,624.46,-0.12,15.14
NY-CMP-1575,"Social Media",Youth,"YouTube, Instagram, WhatsApp",Tamil,"Premium Shoppers",2024-10-24,21,66984,7265,1925,881,526838,167.79,2.56,15.03
NY-CMP-1576,"Paid Ads","Working Women",YouTube,Hindi,"Tier 2 City Customers",2024-07-07,5,67967,2051,499,261,71253,1086.35,-0.75,4.14
NY-CMP-1577,Influencer,"College Students","Instagram, YouTube, Facebook",Tamil,"Working Women",2024-11-25,22,75430,6805,1555,937,476933,118.18,3.31,12.33
NY-CMP-1578,Email,"Tier 2 City Customers",WhatsApp,Hindi,"Working Women",2025-06-17,8,87567,5885,2970,1255,340105,182.97,0.48,11.55
NY-CMP-1579,SEO,"College Students","YouTube, Instagram, Google",Bengali,"Premium Shoppers",2024-12-16,23,18301,2304,978,496,155248,156.44,1,20.64
NY-CMP-1580,"Social Media","Tier 2 City Customers","YouTube, Facebook",Bengali,"College Students",2025-04-01,13,71103,6162,2703,1826,381634,61.88,2.38,15.04
NY-CMP-1581,SEO,"Working Women","Email, Google",Hindi,"College Students",2025-05-12,20,93876,7120,2417,841,374245,101.24,3.4,11.06
NY-CMP-1582,Influencer,"Tier 2 City Customers",Google,English,Youth,2024-11-24,23,36680,3456,1074,668,363392,314.95,0.73,14.17
NY-CMP-1583,Influencer,Youth,"Facebook, Email",Hindi,"Premium Shoppers",2025-03-04,13,56090,6965,2529,1823,616174,41.69,7.11,20.18
NY-CMP-1584,"Social Media","Premium Shoppers",YouTube,Tamil,Youth,2025-04-18,6,45661,2686,1215,427,286944,670.88,0,9.48
NY-CMP-1585,Email,"Premium Shoppers","Google, WhatsApp",Bengali,"College Students",2025-03-20,21,73006,2614,1454,448,129024,289.5,-0.01,6.19
NY-CMP-1586,Influencer,"Premium Shoppers",YouTube,English,"College Students",2025-03-27,11,55924,4009,1866,1383,358197,157.51,0.64,12.98
NY-CMP-1587,SEO,"College Students",YouTube,Bengali,Youth,2025-01-23,14,63107,7782,4510,2867,903105,24.43,11.89,24.02
NY-CMP-1588,Email,Youth,"Email, YouTube, Google",Bengali,"Premium Shoppers",2025-01-06,20,40028,2124,799,525,139125,402.61,-0.34,8.61
NY-CMP-1589,"Social Media",Youth,Google,Hindi,"Tier 2 City Customers",2025-02-18,12,50174,4443,982,309,119274,259.6,0.49,11.43
NY-CMP-1590,SEO,Youth,"WhatsApp, YouTube",Tamil,"Premium Shoppers",2024-11-15,20,93799,8426,2398,1558,1182522,104.6,6.26,13.2
NY-CMP-1591,"Social Media",Youth,"Facebook, Email",Bengali,"Working Women",2024-12-27,14,42077,2578,637,385,93170,594.77,-0.59,8.56
NY-CMP-1592,SEO,"College Students",Google,English,"College Students",2025-04-13,13,18041,2685,1271,484,352836,426.56,0.71,24.61
NY-CMP-1593,"Paid Ads","Premium Shoppers","Google, Facebook, Instagram",Hindi,"College Students",2024-08-02,14,90179,6790,2735,889,640080,294.29,1.45,11.55
NY-CMP-1594,"Social Media","Premium Shoppers","YouTube, Google",Bengali,"College Students",2024-12-13,15,56466,6515,1793,1329,611340,122.9,2.74,17.07
NY-CMP-1595,SEO,Youth,Email,Hindi,"Working Women",2024-07-24,27,30918,3999,1289,914,521894,252.63,1.26,20.06
NY-CMP-1596,"Social Media","College Students","Instagram, Email",Hindi,Youth,2024-07-10,7,19521,1077,264,193,64269,311.68,0.07,7.86
NY-CMP-1597,"Paid Ads","Tier 2 City Customers",WhatsApp,Bengali,"Working Women",2024-12-05,30,68661,7281,2943,1269,378162,228.49,0.3,16.74
NY-CMP-1598,"Social Media","Premium Shoppers",Google,Bengali,"Tier 2 City Customers",2024-11-12,23,30351,2333,1371,965,416880,234.82,0.84,15.38
NY-CMP-1599,Influencer,Youth,YouTube,Tamil,"Working Women",2024-07-14,24,58535,6405,1542,1078,527142,68.17,6.17,15.42
NY-CMP-1600,Influencer,"Tier 2 City Customers",Instagram,English,"College Students",2025-03-18,29,80933,7272,2170,1343,589577,205.53,1.14,13.33
NY-CMP-1601,SEO,"Premium Shoppers","Facebook, Email, YouTube",Hindi,Youth,2024-10-09,20,10156,1063,366,135,77085,986.93,-0.42,15.4
NY-CMP-1602,SEO,"Working Women","Email, Google",Hindi,"College Students",2024-12-07,6,49801,4739,2658,2077,1634599,73.87,9.65,19.02
NY-CMP-1603,"Paid Ads","Working Women","Email, Instagram, Google",Tamil,"College Students",2025-02-10,22,75807,7530,2753,861,543291,110.79,4.7,14.7
NY-CMP-1604,"Social Media",Youth,"YouTube, Google",Hindi,"Tier 2 City Customers",2024-07-31,21,68993,8964,1867,644,206724,187.4,0.71,16.63
NY-CMP-1605,"Paid Ads","Premium Shoppers","WhatsApp, Email, YouTube",Tamil,"College Students",2025-05-16,28,29349,2702,626,447,140358,647.65,-0.52,12.86
NY-CMP-1606,Influencer,"Premium Shoppers",Instagram,English,"Tier 2 City Customers",2024-09-23,13,21703,2104,1000,735,521850,318.87,1.23,17.69
NY-CMP-1607,Email,Youth,"YouTube, Google, Instagram",English,"Working Women",2025-05-27,13,32464,1151,248,127,101473,1072.4,-0.25,4.7
NY-CMP-1608,"Social Media","Tier 2 City Customers","YouTube, Google",Hindi,"College Students",2024-07-28,11,97381,11785,5850,3898,865356,18.2,11.2,22.11
NY-CMP-1609,SEO,"Tier 2 City Customers","YouTube, Facebook, Instagram",English,"Tier 2 City Customers",2025-01-04,22,18542,1212,270,146,113004,1405.86,-0.45,8.78
NY-CMP-1610,Influencer,"Tier 2 City Customers","WhatsApp, Email, YouTube",Tamil,"Working Women",2025-04-10,23,60556,4939,2529,1055,704740,222.49,2,14.07
NY-CMP-1611,"Social Media","Tier 2 City Customers",YouTube,Hindi,Youth,2025-06-01,21,51489,3383,1396,556,363068,144.92,3.51,10.36
NY-CMP-1612,Influencer,"Tier 2 City Customers","YouTube, Facebook, Instagram",Tamil,"Premium Shoppers",2024-10-31,27,81702,11902,4609,1890,1357020,37.17,18.31,22.52
NY-CMP-1613,Influencer,Youth,"Facebook, WhatsApp, YouTube",English,"Tier 2 City Customers",2025-05-22,29,93208,3010,1450,929,544394,219.74,1.67,5.78
NY-CMP-1614,Email,"Tier 2 City Customers","WhatsApp, Facebook, Email",Bengali,"Premium Shoppers",2025-01-27,9,52100,4531,2559,1318,728854,178.34,2.1,16.14
NY-CMP-1615,"Social Media",Youth,"WhatsApp, Google, YouTube",Hindi,"Tier 2 City Customers",2024-07-22,12,78994,2075,428,337,189394,414.45,0.36,3.6
NY-CMP-1616,Influencer,"Tier 2 City Customers","Google, Facebook",Hindi,Youth,2025-02-19,18,18542,1091,620,296,61568,691.12,-0.7,10.82
NY-CMP-1617,Influencer,"College Students","Facebook, Google, Email",Hindi,Youth,2025-01-25,8,14943,2137,820,383,275377,264.83,1.71,22.35
NY-CMP-1618,"Paid Ads","Premium Shoppers","Email, Instagram",Tamil,Youth,2024-09-10,27,38344,3288,835,318,98898,218.25,0.43,11.58
NY-CMP-1619,SEO,"College Students","WhatsApp, Instagram, Facebook",Hindi,"Tier 2 City Customers",2025-06-18,5,15352,437,110,83,58598,2435.64,-0.71,4.1
NY-CMP-1620,SEO,"Premium Shoppers","Facebook, WhatsApp, Google",Tamil,"Working Women",2024-10-23,24,85695,8615,2294,1431,781326,168.06,2.25,14.4
NY-CMP-1621,Email,"College Students","Facebook, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-10-20,22,48413,1449,737,563,216192,530.53,-0.28,5.68
NY-CMP-1622,SEO,"College Students","Google, Instagram, Email",Hindi,Youth,2025-02-17,20,48751,1616,958,400,124400,689.3,-0.55,6.1
NY-CMP-1623,Email,"Tier 2 City Customers","Instagram, WhatsApp",Bengali,"Tier 2 City Customers",2025-01-31,24,62190,3493,1037,478,141966,508.98,-0.42,8.05
NY-CMP-1624,"Paid Ads","Working Women",WhatsApp,Bengali,"College Students",2024-07-20,8,26992,3409,1450,1063,835518,133.32,4.9,21.94
NY-CMP-1625,Email,"Working Women",Email,Tamil,"Premium Shoppers",2025-03-25,30,52230,7402,3153,1848,992376,92.87,4.78,23.75
NY-CMP-1626,SEO,"Tier 2 City Customers",Google,Tamil,Youth,2025-05-20,29,95258,5510,1424,919,477880,202.32,1.57,8.24
NY-CMP-1627,SEO,"College Students","Google, YouTube, Instagram",Bengali,Youth,2024-07-16,14,69728,3647,1821,573,377607,438.13,0.5,8.66
NY-CMP-1628,Email,"Premium Shoppers","YouTube, WhatsApp, Email",English,Youth,2025-02-26,6,75400,3232,1293,466,298706,493.82,0.3,6.62
NY-CMP-1629,Email,"Premium Shoppers","Email, YouTube",Hindi,"College Students",2024-07-25,20,22650,3381,1566,1193,496288,140.37,1.96,27.11
NY-CMP-1630,"Paid Ads",Youth,"WhatsApp, YouTube",English,"College Students",2024-10-20,21,68355,8407,2973,1837,657646,100.34,2.57,19.34
NY-CMP-1631,Influencer,"Tier 2 City Customers",WhatsApp,Hindi,"Working Women",2024-08-04,28,93185,8635,1901,1156,618460,155.71,2.44,12.55
NY-CMP-1632,Email,"Premium Shoppers",Email,Bengali,"Premium Shoppers",2025-02-18,10,24909,3533,913,726,204006,337.71,-0.17,20.76
NY-CMP-1633,Influencer,"Premium Shoppers","Email, Google, Facebook",Tamil,Youth,2024-08-20,9,93072,9536,1941,1456,719264,127.59,2.87,13.9
NY-CMP-1634,"Social Media","Working Women","Instagram, WhatsApp",Hindi,"College Students",2025-04-08,17,26755,1654,800,409,107976,587.06,-0.55,10.7
NY-CMP-1635,"Paid Ads","Premium Shoppers","Instagram, YouTube, WhatsApp",English,"Working Women",2024-12-13,18,62809,3960,2113,1416,1076160,206.91,2.67,11.92
NY-CMP-1636,"Paid Ads",Youth,Google,English,Youth,2024-10-22,7,23966,3015,1345,775,432450,299.12,0.87,21.43
NY-CMP-1637,Influencer,"Working Women",Facebook,Hindi,"College Students",2024-08-21,12,72688,8132,4806,3211,1637610,17.97,27.37,22.22
NY-CMP-1638,Influencer,"Premium Shoppers","Email, Facebook",Hindi,Youth,2024-08-20,18,69579,7074,2694,1614,784404,80.13,5.06,16.36
NY-CMP-1639,Influencer,"College Students","Email, Facebook, WhatsApp",English,"College Students",2024-10-28,16,93673,6392,3535,1929,426309,91.74,1.41,12.66
NY-CMP-1640,"Social Media","Premium Shoppers","Email, WhatsApp, Facebook",English,"Premium Shoppers",2024-07-23,28,99580,7664,3967,3015,1139670,47.72,6.92,14.71
NY-CMP-1641,Influencer,"Premium Shoppers",Instagram,Tamil,"College Students",2025-01-03,25,84581,6796,3664,2023,671636,92.85,2.58,14.76
NY-CMP-1642,"Social Media","College Students","Google, Instagram",Tamil,"College Students",2024-08-20,8,70390,2797,1409,1050,221550,282.28,-0.25,7.47
NY-CMP-1643,"Paid Ads","Premium Shoppers","Facebook, Instagram",English,"Tier 2 City Customers",2025-02-09,9,29865,716,178,81,58563,794.33,-0.09,3.26
NY-CMP-1644,SEO,"Working Women","WhatsApp, Email",English,"College Students",2024-12-13,15,30664,2825,1368,731,250002,72.71,3.7,16.06
NY-CMP-1645,Email,"Premium Shoppers",Instagram,Tamil,"Tier 2 City Customers",2025-04-08,16,86464,5105,1301,651,322245,365.09,0.36,8.16
NY-CMP-1646,SEO,"Premium Shoppers","YouTube, Google, WhatsApp",English,Youth,2025-03-11,22,33156,1367,814,307,243144,680.18,0.16,7.5
NY-CMP-1647,SEO,"Tier 2 City Customers","Instagram, Google",Tamil,Youth,2024-11-20,18,10213,612,217,144,93600,584.17,0.11,9.53
NY-CMP-1648,"Paid Ads","Premium Shoppers",Google,Tamil,"Tier 2 City Customers",2024-11-25,22,53691,5317,1117,869,589182,275.09,1.46,13.6
NY-CMP-1649,SEO,"Premium Shoppers",Instagram,Bengali,"Premium Shoppers",2025-01-02,18,85903,5184,2315,1159,264252,248.8,-0.08,10.08
NY-CMP-1650,Influencer,"Working Women","WhatsApp, Email, Google",Tamil,"College Students",2025-05-25,11,37018,1810,521,294,88494,196.4,0.53,7.09
NY-CMP-1651,Influencer,"College Students",Email,Tamil,Youth,2025-04-13,17,19856,2467,1227,815,585170,141.63,4.07,22.71
NY-CMP-1652,SEO,"College Students",Facebook,English,Youth,2024-09-09,14,69234,8233,4643,1852,446332,82.83,1.91,21.27
NY-CMP-1653,Email,"College Students",Google,English,"Premium Shoppers",2025-04-28,5,96560,8514,3764,2112,1385472,128.66,4.1,14.9
NY-CMP-1654,"Paid Ads","Working Women",Facebook,Hindi,"College Students",2024-12-09,16,59618,2772,1208,607,271329,268.78,0.66,7.69
NY-CMP-1655,"Social Media","Working Women","Facebook, Instagram",English,"Tier 2 City Customers",2025-03-13,13,26781,1979,957,539,349811,228.8,1.84,12.98
NY-CMP-1656,SEO,"College Students","Instagram, Google",English,"Tier 2 City Customers",2025-03-27,13,40053,5960,3158,2110,1601490,89.38,7.49,28.03
NY-CMP-1657,Influencer,"Premium Shoppers","Email, WhatsApp",Tamil,Youth,2025-05-21,12,26243,3624,894,548,429084,474.42,0.65,19.3
NY-CMP-1658,Email,"Premium Shoppers","Google, Instagram",Tamil,"Working Women",2025-04-25,29,38906,4455,2164,977,341950,109.21,2.2,19.52
NY-CMP-1659,"Paid Ads","Premium Shoppers","Google, Email, WhatsApp",Tamil,"Working Women",2025-03-13,15,41701,1469,760,438,168192,360.46,0.07,6.4
NY-CMP-1660,Email,"Working Women","Email, Google",Tamil,"Tier 2 City Customers",2024-10-24,16,69994,4481,2541,926,353732,299.62,0.27,11.36
NY-CMP-1661,SEO,Youth,"WhatsApp, YouTube",Hindi,"College Students",2025-06-08,12,70470,4309,869,672,238560,380.11,-0.07,8.3
NY-CMP-1662,Influencer,"Tier 2 City Customers",YouTube,Tamil,"Working Women",2024-08-30,29,63497,2757,918,430,183180,408.18,0.04,6.46
NY-CMP-1663,Email,"College Students",Email,Bengali,"Working Women",2024-08-30,21,64330,6471,3303,1045,545490,188.21,1.77,16.82
NY-CMP-1664,"Paid Ads","Tier 2 City Customers","Instagram, Facebook, YouTube",Tamil,"College Students",2024-08-26,27,37348,2813,1103,514,340268,197.01,2.36,11.86
NY-CMP-1665,Influencer,"Working Women",WhatsApp,Hindi,"Premium Shoppers",2025-05-28,16,18583,951,535,337,188046,832.73,-0.33,9.81
NY-CMP-1666,Email,"Premium Shoppers","Email, Facebook, WhatsApp",English,"College Students",2025-06-01,20,86179,12842,3031,1326,778362,198.63,1.96,19.96
NY-CMP-1667,Influencer,"College Students","Email, Facebook, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-17,24,38068,2331,492,359,119547,784.31,-0.58,8.36
NY-CMP-1668,Influencer,Youth,Instagram,English,"College Students",2024-11-26,24,76236,10039,5296,2427,512097,25.13,7.39,23.3
NY-CMP-1669,SEO,Youth,Facebook,English,"Premium Shoppers",2024-08-31,27,74335,1597,321,187,131835,1510.64,-0.53,2.83
NY-CMP-1670,"Paid Ads","Tier 2 City Customers","Google, WhatsApp, YouTube",Hindi,"College Students",2025-05-20,16,68040,5368,2435,1220,893040,158.97,3.6,13.26
NY-CMP-1671,"Paid Ads","College Students","Email, Instagram, WhatsApp",English,"Working Women",2024-10-09,23,64032,8938,1977,1259,859897,134.54,4.08,19.01
NY-CMP-1672,"Paid Ads","Premium Shoppers","Email, WhatsApp",Hindi,"Premium Shoppers",2025-05-03,20,58893,2884,1597,1229,818514,188.08,2.54,9.7
NY-CMP-1673,Email,"College Students","Email, Facebook, Google",Bengali,"Tier 2 City Customers",2025-01-17,17,62139,5242,2221,1647,1189134,181.5,2.98,14.66
NY-CMP-1674,SEO,"Tier 2 City Customers","WhatsApp, Google",Hindi,"Tier 2 City Customers",2025-04-06,30,23460,3448,1865,860,546100,205,2.1,26.31
NY-CMP-1675,Email,"Working Women",Facebook,Hindi,Youth,2025-03-22,11,58988,3614,917,628,211636,211.6,0.59,8.75
NY-CMP-1676,Influencer,"Premium Shoppers","Instagram, Facebook",Bengali,Youth,2025-05-15,5,57324,7205,3395,1336,404808,77.69,2.9,20.82
NY-CMP-1677,"Social Media",Youth,"Instagram, Email, Facebook",Bengali,"Tier 2 City Customers",2025-01-07,23,39301,2732,1061,630,131670,289.34,-0.28,11.25
NY-CMP-1678,"Paid Ads","Working Women","Google, Instagram, YouTube",Hindi,"Premium Shoppers",2025-05-23,12,70440,9843,3494,2280,984960,123.35,2.5,22.17
NY-CMP-1679,"Paid Ads","College Students","Instagram, Google, Facebook",English,"College Students",2024-08-08,7,88689,12594,2797,1283,955835,89.11,7.36,18.8
NY-CMP-1680,"Social Media","Working Women","YouTube, Google, Instagram",English,"College Students",2025-02-25,21,18520,1103,256,131,72050,1363.01,-0.6,8.05
NY-CMP-1681,Influencer,Youth,"Email, YouTube, Instagram",Hindi,"Tier 2 City Customers",2025-04-05,18,13263,1878,459,247,134121,312.19,0.74,19.48
NY-CMP-1682,SEO,Youth,"Email, YouTube, Facebook",Bengali,Youth,2025-05-28,15,74723,7704,4000,2340,1062360,59.78,6.59,18.79
NY-CMP-1683,SEO,"Working Women","Facebook, WhatsApp, Instagram",English,"Tier 2 City Customers",2025-01-09,23,73824,6889,4036,1438,849858,184.13,2.21,16.75
NY-CMP-1684,"Paid Ads","Working Women","Email, Facebook",English,"Tier 2 City Customers",2025-01-26,21,68880,3286,950,337,175240,857.44,-0.39,6.64
NY-CMP-1685,"Paid Ads","Premium Shoppers","Google, WhatsApp",Bengali,"College Students",2025-04-02,16,92052,2420,1013,549,434259,206.53,2.83,4.33
NY-CMP-1686,"Social Media","Working Women",YouTube,Bengali,Youth,2025-03-31,22,88749,10861,5599,3805,856125,78.03,1.88,22.83
NY-CMP-1687,Influencer,"Working Women","Email, Instagram",English,"College Students",2024-09-07,30,75473,3128,1096,505,372690,270.99,1.72,6.27
NY-CMP-1688,"Paid Ads","Working Women",Email,Bengali,"Working Women",2024-09-18,30,57520,3633,815,541,234794,455.37,-0.05,8.67
NY-CMP-1689,"Paid Ads","Working Women",Instagram,Hindi,"Premium Shoppers",2025-02-20,6,30651,3088,1346,623,183785,103.62,1.85,16.5
NY-CMP-1690,Email,"Tier 2 City Customers",Instagram,Bengali,"College Students",2025-03-29,16,27849,800,329,254,178816,1180.11,-0.4,4.97
NY-CMP-1691,Email,"Working Women","YouTube, WhatsApp",Tamil,"College Students",2025-02-08,22,32607,4200,1669,897,566904,186.14,2.4,20.75
NY-CMP-1692,Email,"Premium Shoppers","Email, Google, Instagram",Hindi,"Working Women",2025-06-15,10,45944,6214,2213,1609,683825,64.32,5.61,21.84
NY-CMP-1693,"Paid Ads","Premium Shoppers",WhatsApp,Bengali,"Working Women",2024-12-11,26,50912,3034,1414,1074,737838,48.07,13.29,10.85
NY-CMP-1694,"Social Media",Youth,"WhatsApp, Email",Bengali,Youth,2024-07-19,23,93166,2018,980,509,267734,267.31,0.97,3.76
NY-CMP-1695,SEO,"Tier 2 City Customers","YouTube, Email",Hindi,Youth,2025-03-04,30,57374,1532,337,219,112347,1016.48,-0.5,3.64
NY-CMP-1696,Email,Youth,Email,Tamil,"College Students",2024-12-04,7,40665,2480,615,255,59160,606.97,-0.62,8.24
NY-CMP-1697,Email,"Tier 2 City Customers","WhatsApp, YouTube",Hindi,"College Students",2024-12-17,24,41505,5415,2839,1184,610944,190.23,1.71,22.74
NY-CMP-1698,"Social Media",Youth,"YouTube, Email, Facebook",Tamil,"Working Women",2024-07-30,8,99834,3395,1506,954,725994,223.3,2.41,5.86
NY-CMP-1699,Email,"Tier 2 City Customers","YouTube, Email, WhatsApp",English,"Working Women",2025-04-19,28,28130,969,302,201,134871,802.89,-0.16,5.23
NY-CMP-1700,"Social Media","College Students","Google, YouTube",Tamil,"Premium Shoppers",2024-10-02,30,11872,1182,578,266,69692,1005.95,-0.74,17.07
NY-CMP-1701,Influencer,"College Students",Instagram,English,"Working Women",2025-02-17,6,96419,2866,1442,536,147936,449.59,-0.39,5.02
NY-CMP-1702,"Social Media",Youth,"YouTube, Google, Instagram",Hindi,"Working Women",2024-08-22,20,28199,1804,839,512,259584,111.53,3.55,11.19
