Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_start_date,campaign_end_date,total_duration_days,impressions,clicks,leads,conversions,revenue,acquisition_cost,avg_roi,avg_engagement_score,ctr,cpc,conversion_rate,cpa,roas
NY-CMP-1792,Influencer,"Working Women","Email, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-11-27,2024-11-27,12,31723,1589,730,537,137472,453.47,-0.44,9,0.0501,0.28538074260541224,0.3379,0.8444506517690876,303.1556663064811
NY-CMP-1793,Email,"Tier 2 City Customers","WhatsApp, Google, YouTube",Tamil,Youth,2024-10-13,2024-10-13,10,92496,3762,1544,792,588456,211.11,2.52,6.59,0.0407,0.05611642743221691,0.2105,0.26655303030303035,2787.4378286201504
NY-CMP-1794,"Paid Ads","Premium Shoppers","Instagram, Facebook",English,"College Students",2024-08-07,2024-08-07,15,85416,2362,870,261,192879,412.72,0.79,4.09,0.0277,0.17473327688399662,0.1105,1.5813026819923373,467.3362085675518
NY-CMP-1795,Influencer,"Premium Shoppers",Email,Hindi,"Premium Shoppers",2024-10-10,2024-10-10,18,51904,4532,1465,562,143872,493.28,-0.48,12.64,0.0873,0.10884377758164165,0.1240,0.8777224199288256,291.6639636717483
NY-CMP-1796,"Social Media","Premium Shoppers","WhatsApp, Facebook, Email",Hindi,Youth,2025-02-22,2025-02-22,23,72141,3595,1530,783,444744,152.39,2.73,8.19,0.0498,0.0423894297635605,0.2178,0.19462324393358874,2918.4592164840215
NY-CMP-1797,Influencer,"Working Women","Instagram, Google",Hindi,"Working Women",2024-08-07,2024-08-07,25,58086,8550,1738,1111,515504,226.48,1.05,19.62,0.1472,0.026488888888888888,0.1299,0.20385238523852384,2276.156835040622
NY-CMP-1798,Email,"Premium Shoppers",WhatsApp,Hindi,"College Students",2024-07-07,2024-07-07,30,73103,7708,1909,1459,1056316,70.37,9.29,15.15,0.1054,0.009129475869226777,0.1893,0.04823166552433174,15010.885320449053
NY-CMP-1799,Email,Youth,YouTube,Tamil,"Tier 2 City Customers",2024-12-09,2024-12-09,17,98439,5553,3199,2021,470893,131.92,0.77,10.94,0.0564,0.023756528002881323,0.3639,0.06527461652647204,3569.5345664038814
NY-CMP-1800,Email,"Tier 2 City Customers","WhatsApp, YouTube, Facebook",Bengali,"Working Women",2025-05-21,2025-05-21,16,49826,5988,2259,1123,729950,89.8,6.24,18.81,0.1202,0.014996659986639946,0.1875,0.07996438112199465,8128.619153674833
NY-CMP-1801,"Paid Ads","Working Women",Google,Hindi,"College Students",2024-09-10,2024-09-10,26,82484,5122,1393,1081,255116,164.93,0.43,9.21,0.0621,0.03220031237797735,0.2111,0.1525716928769658,1546.8137997938518
NY-CMP-1802,"Paid Ads","Premium Shoppers",Email,Hindi,Youth,2024-08-25,2024-08-25,29,45452,2402,792,266,186466,355.17,0.97,7.61,0.0528,0.14786427976686095,0.1107,1.3352255639097745,525.004927217952
NY-CMP-1803,Email,"Premium Shoppers",Email,Bengali,"Tier 2 City Customers",2024-10-02,2024-10-02,11,21615,582,306,232,78184,1020.32,-0.67,5.18,0.0269,1.753127147766323,0.3986,4.397931034482759,76.62694056766505
NY-CMP-1804,Influencer,"College Students","Google, WhatsApp, YouTube",English,Youth,2024-09-16,2024-09-16,18,56343,4693,2242,1007,526661,279.32,0.87,14.1,0.0833,0.05951843170679735,0.2146,0.2773783515392254,1885.5112415867106
NY-CMP-1805,SEO,"Premium Shoppers","Google, Instagram",Hindi,Youth,2024-07-25,2024-07-25,15,96602,9617,3372,1871,501428,40.01,5.7,15.38,0.0996,0.004160341062701466,0.1946,0.021384286477819345,12532.566858285429
NY-CMP-1806,SEO,"College Students","Instagram, Google, YouTube",Bengali,"Working Women",2025-05-17,2025-05-17,20,61721,5986,1715,939,288273,181.85,0.69,14,0.0970,0.030379218175743402,0.1569,0.19366347177848775,1585.2240857849877
NY-CMP-1807,Influencer,"Working Women","YouTube, Email",English,Youth,2024-11-07,2024-11-07,5,83649,5728,1985,1423,570623,125.33,2.2,10.92,0.0685,0.021880237430167596,0.2484,0.0880744905130007,4552.964174579111
NY-CMP-1808,SEO,"Tier 2 City Customers","Facebook, WhatsApp",Bengali,Youth,2024-12-28,2024-12-28,30,21930,1294,303,189,95823,290.71,0.74,8.14,0.0590,0.2246599690880989,0.1461,1.538148148148148,329.61714423308456
NY-CMP-1809,"Social Media","Working Women","Facebook, Email, WhatsApp",Bengali,"College Students",2024-10-03,2024-10-03,25,82238,9376,4003,1851,805185,103.25,3.21,18.52,0.1140,0.011012158703071673,0.1974,0.05578065910318747,7798.401937046005
NY-CMP-1810,Influencer,Youth,Instagram,English,"Tier 2 City Customers",2024-12-22,2024-12-22,7,71367,8041,4579,3068,2350088,42.3,17.11,21.98,0.1127,0.005260539733863947,0.3815,0.013787483702737939,55557.63593380615
NY-CMP-1811,"Social Media","College Students",Google,Hindi,"Premium Shoppers",2024-08-25,2024-08-25,29,57762,7992,4372,2684,2098888,28.91,26.05,26.05,0.1384,0.0036173673673673672,0.3358,0.01077123695976155,72600.76098235905
NY-CMP-1812,Email,"College Students","Instagram, WhatsApp",English,"Working Women",2024-10-20,2024-10-20,13,38408,2590,1455,529,121670,368.1,-0.38,11.91,0.0674,0.14212355212355213,0.2042,0.6958412098298677,330.53518065743003
NY-CMP-1813,"Paid Ads","Tier 2 City Customers","Google, Instagram",Tamil,"Tier 2 City Customers",2024-07-20,2024-07-20,25,76961,10441,3904,1911,473928,137.41,0.8,21.12,0.1357,0.01316061679915717,0.1830,0.0719047619047619,3449.0066225165565
NY-CMP-1814,"Paid Ads",Youth,Instagram,Tamil,"College Students",2024-10-04,2024-10-04,13,66009,6138,3186,1636,472804,113.2,1.55,16.6,0.0930,0.018442489410231345,0.2665,0.06919315403422983,4176.713780918728
NY-CMP-1815,SEO,"Working Women",Email,English,"College Students",2024-08-21,2024-08-21,11,72399,9726,4877,1838,1380338,155.99,3.81,22.71,0.1343,0.016038453629446843,0.1890,0.08486942328618063,8848.887749214693
NY-CMP-1816,"Paid Ads",Youth,"Facebook, Email",Bengali,"Premium Shoppers",2025-06-11,2025-06-11,12,76944,4094,1283,453,242355,584.04,-0.08,7.58,0.0532,0.14265754763067903,0.1106,1.2892715231788079,414.963016231765
NY-CMP-1817,Influencer,"Tier 2 City Customers",Facebook,Hindi,"Premium Shoppers",2025-05-03,2025-05-03,15,22138,1240,460,352,202048,754.84,-0.24,9.27,0.0560,0.608741935483871,0.2839,2.1444318181818183,267.6699697949234
NY-CMP-1818,Email,"Working Women","WhatsApp, Instagram",English,"Tier 2 City Customers",2025-04-09,2025-04-09,14,31685,3640,1833,576,310464,405,0.33,19.09,0.1149,0.11126373626373626,0.1582,0.703125,766.5777777777778
NY-CMP-1819,SEO,Youth,"YouTube, WhatsApp, Email",Tamil,"College Students",2024-08-03,2024-08-03,15,13397,1747,380,144,84960,2056.59,-0.71,16.95,0.1304,1.1772123640526617,0.0824,14.281875000000001,41.311102358758916
NY-CMP-1820,Email,"Premium Shoppers","YouTube, Facebook",Bengali,"Tier 2 City Customers",2025-05-01,2025-05-01,5,37808,2994,1410,963,249417,276.4,-0.06,14.2,0.0792,0.09231796927187708,0.3216,0.28701973001038417,902.3769898697541
NY-CMP-1821,"Paid Ads",Youth,Facebook,Tamil,"College Students",2025-02-04,2025-02-04,15,59578,4572,2088,1383,461922,118.23,1.83,13.5,0.0767,0.02585958005249344,0.3025,0.0854880694143167,3906.9779243846738
NY-CMP-1822,SEO,Youth,Email,Tamil,"Premium Shoppers",2024-07-16,2024-07-16,17,17174,1615,529,323,241927,893.27,-0.16,14.36,0.0940,0.553108359133127,0.2000,2.7655417956656345,270.8330068176475
NY-CMP-1823,"Paid Ads",Youth,YouTube,English,"Premium Shoppers",2024-10-06,2024-10-06,23,63250,4352,1997,744,397296,316.21,0.69,11.21,0.0688,0.07265854779411764,0.1710,0.42501344086021503,1256.4308529142027
NY-CMP-1824,"Paid Ads","Tier 2 City Customers","Facebook, Instagram, Google",English,Youth,2024-08-13,2024-08-13,7,47599,1787,749,319,66990,261.86,-0.2,6,0.0375,0.14653609401231113,0.1785,0.8208777429467085,255.82372259986252
NY-CMP-1825,Influencer,Youth,"Instagram, YouTube, Email",Tamil,"Working Women",2024-09-14,2024-09-14,14,46989,4592,1246,941,350052,274.8,0.35,14.43,0.0977,0.05984320557491289,0.2049,0.2920297555791711,1273.8427947598252
NY-CMP-1826,"Social Media","Premium Shoppers","Google, Email, YouTube",Tamil,"College Students",2025-05-08,2025-05-08,6,28791,2887,1363,625,443750,209.76,2.38,16.93,0.1003,0.07265673709733286,0.2165,0.33561599999999997,2115.51296720061
NY-CMP-1827,Email,"College Students","Email, Facebook",English,"Premium Shoppers",2025-02-09,2025-02-09,17,69302,9786,4376,3335,1904285,66.98,7.52,25.25,0.1412,0.006844471694257103,0.3408,0.020083958020989508,28430.650940579275
NY-CMP-1828,"Social Media","Premium Shoppers",Email,Tamil,"College Students",2025-05-01,2025-05-01,21,96576,6574,2012,892,506656,272.16,1.09,9.81,0.0681,0.04139945238819593,0.1357,0.3051121076233184,1861.6108171663725
NY-CMP-1829,"Social Media",Youth,"Google, YouTube, Instagram",English,"Premium Shoppers",2024-11-17,2024-11-17,15,95206,9762,4539,2348,749012,118.76,1.69,17.49,0.1025,0.012165539848391723,0.2405,0.05057921635434413,6306.9383630852135
NY-CMP-1830,"Paid Ads","Premium Shoppers","Instagram, WhatsApp",Tamil,"Premium Shoppers",2025-02-04,2025-02-04,25,41667,4151,1665,1220,492880,64.06,5.31,16.89,0.0996,0.015432425921464708,0.2939,0.052508196721311476,7694.036840462067
NY-CMP-1831,"Paid Ads","Tier 2 City Customers",Email,Bengali,Youth,2025-01-02,2025-01-02,9,75865,6780,3391,1654,342378,73.41,1.82,15.59,0.0894,0.010827433628318584,0.2440,0.04438331318016928,4663.914997956682
NY-CMP-1832,"Paid Ads",Youth,"Google, Facebook, WhatsApp",Bengali,Youth,2025-02-04,2025-02-04,12,32966,4101,1017,783,496422,326.98,0.94,17.9,0.1244,0.07973177273835651,0.1909,0.41759897828863346,1518.20294819255
NY-CMP-1833,"Paid Ads","Premium Shoppers","Google, Instagram, WhatsApp",Bengali,"Working Women",2025-01-08,2025-01-08,14,78901,5933,1992,779,467400,347.44,0.73,11.03,0.0752,0.058560593291757966,0.1313,0.44600770218228497,1345.2682477550081
NY-CMP-1834,Influencer,Youth,Instagram,English,"Premium Shoppers",2024-08-16,2024-08-16,28,58625,4691,2002,1247,880382,47.51,13.86,13.54,0.0800,0.010127904497974845,0.2658,0.03809943865276664,18530.45674594822
NY-CMP-1835,"Paid Ads",Youth,"Facebook, WhatsApp, Google",Tamil,"Working Women",2024-07-04,2024-07-04,18,57039,4384,999,778,408450,333.25,0.58,10.8,0.0769,0.07601505474452555,0.1775,0.4283419023136247,1225.6564141035258
NY-CMP-1836,Influencer,"Tier 2 City Customers","Instagram, Facebook",Hindi,"Tier 2 City Customers",2025-06-03,2025-06-03,7,84987,11904,4413,2412,1109520,68.56,5.71,22.04,0.1401,0.0057594086021505375,0.2026,0.02842454394693201,16183.197199533255
NY-CMP-1837,"Social Media","Working Women","YouTube, Google, Email",English,"Premium Shoppers",2025-02-11,2025-02-11,11,56514,5722,1515,1167,245070,103.99,1.02,14.87,0.1012,0.018173715484096468,0.2039,0.08910882604970008,2356.668910472161
NY-CMP-1838,"Paid Ads","College Students","Facebook, YouTube, Instagram",English,"Tier 2 City Customers",2024-11-02,2024-11-02,5,67550,7945,2623,1927,1163908,150.65,3.01,18.5,0.1176,0.01896161107614852,0.2425,0.07817851582771147,7725.907733156322
NY-CMP-1839,SEO,"College Students",WhatsApp,Tamil,"Tier 2 City Customers",2025-06-10,2025-06-10,6,66416,4839,2693,1958,843898,74.54,4.78,14.29,0.0729,0.015404009092787767,0.4046,0.03806945863125639,11321.411322779715
NY-CMP-1840,"Paid Ads","Working Women",Google,English,"Premium Shoppers",2025-01-20,2025-01-20,11,48259,1088,647,493,143956,436.47,-0.33,4.62,0.0225,0.4011672794117647,0.4531,0.8853346855983774,329.81877334066485
NY-CMP-1841,Influencer,"Working Women",Email,Bengali,"College Students",2025-03-09,2025-03-09,10,72203,1700,391,126,72450,1962.83,-0.71,3.07,0.0235,1.154605882352941,0.0741,15.578015873015872,36.91099076333661
NY-CMP-1842,Email,Youth,"Facebook, YouTube",Bengali,"Tier 2 City Customers",2025-01-26,2025-01-26,16,13193,1160,427,289,217617,1004.47,-0.25,14.22,0.0879,0.8659224137931034,0.2491,3.475674740484429,216.64858084362896
NY-CMP-1843,Influencer,"Working Women","YouTube, Instagram, Email",Bengali,Youth,2024-11-17,2024-11-17,13,17454,1734,890,402,259692,195.12,2.31,17.34,0.0993,0.11252595155709343,0.2318,0.4853731343283582,1330.9348093480935
NY-CMP-1844,"Social Media","Tier 2 City Customers","WhatsApp, Google, Facebook",Bengali,"Premium Shoppers",2025-04-20,2025-04-20,22,43452,6065,1568,903,643839,75.11,8.49,19.64,0.1396,0.012384171475680132,0.1489,0.08317829457364341,8571.947809878844
NY-CMP-1845,Email,"Tier 2 City Customers",Facebook,English,"College Students",2024-12-10,2024-12-10,25,22413,1675,714,271,71815,220.72,0.2,11.87,0.0747,0.13177313432835822,0.1618,0.8144649446494465,325.3669807901414
NY-CMP-1846,"Paid Ads","Premium Shoppers","Google, YouTube",English,Youth,2025-01-20,2025-01-20,19,40581,1593,886,451,307131,404.7,0.68,7.22,0.0393,0.25404896421845574,0.2831,0.8973392461197339,758.9103039288362
NY-CMP-1847,SEO,"College Students","Google, WhatsApp",Tamil,"College Students",2024-10-14,2024-10-14,28,28513,2132,580,419,331429,576.33,0.37,10.98,0.0748,0.2703236397748593,0.1965,1.3754892601431983,575.0681033435704
NY-CMP-1848,Email,"College Students",Email,Tamil,"Tier 2 City Customers",2024-07-10,2024-07-10,28,14147,1461,837,609,249690,421.8,-0.03,20.55,0.1033,0.2887063655030801,0.4168,0.6926108374384237,591.9630156472261
NY-CMP-1849,SEO,Youth,"Facebook, Instagram",English,"Premium Shoppers",2025-01-26,2025-01-26,13,38707,1106,319,185,94165,703.51,-0.28,4.16,0.0286,0.6360849909584086,0.1673,3.802756756756757,133.85026509928787
NY-CMP-1850,Email,"Premium Shoppers","Email, Google",English,"Working Women",2025-04-22,2025-04-22,11,43540,6497,3227,1575,1234800,178.52,3.39,25.95,0.1492,0.027477297214098816,0.2424,0.11334603174603175,6916.8720591530355
NY-CMP-1851,"Paid Ads","College Students",YouTube,Tamil,Youth,2025-04-19,2025-04-19,28,45468,3810,1031,442,305422,222.74,2.1,11.62,0.0838,0.05846194225721785,0.1160,0.5039366515837105,1371.2040944599084
NY-CMP-1852,Influencer,"College Students","WhatsApp, Email",Hindi,"Premium Shoppers",2025-01-11,2025-01-11,29,41505,6170,3483,2771,961537,52.41,5.62,29.93,0.1487,0.008494327390599675,0.4491,0.018913749548899312,18346.441518794123
NY-CMP-1853,"Paid Ads","Working Women","WhatsApp, Google, YouTube",Bengali,"Tier 2 City Customers",2024-11-03,2024-11-03,20,96602,6466,1867,1479,961350,41.85,14.53,10.16,0.0669,0.006472316733683885,0.2287,0.028296146044624746,22971.32616487455
NY-CMP-1854,"Social Media","College Students","WhatsApp, Email",Tamil,"Working Women",2024-11-16,2024-11-16,8,29986,1376,514,325,246350,858.9,-0.12,7.39,0.0459,0.6242005813953488,0.2362,2.6427692307692308,286.82035161252765
NY-CMP-1855,Influencer,"College Students","Instagram, WhatsApp",Bengali,"Tier 2 City Customers",2025-05-07,2025-05-07,9,52781,6190,3519,1965,1554315,29.22,26.07,22.12,0.1173,0.004720516962843296,0.3174,0.014870229007633587,53193.531827515406
NY-CMP-1856,SEO,Youth,"WhatsApp, Instagram",Hindi,"College Students",2024-10-26,2024-10-26,25,69299,8802,4029,1594,564276,55.71,5.35,20.82,0.1270,0.006329243353783231,0.1811,0.034949811794228354,10128.809908454496
NY-CMP-1857,"Paid Ads","Working Women","Email, Google, Instagram",Tamil,Youth,2024-09-12,2024-09-12,6,31670,3702,2008,963,311049,255.91,0.26,21.07,0.1169,0.06912749864937871,0.2601,0.265742471443406,1215.4624672736509
NY-CMP-1858,"Social Media","College Students",Instagram,Tamil,"Tier 2 City Customers",2024-07-08,2024-07-08,17,48282,4460,1741,1078,271656,267.47,-0.06,15.08,0.0924,0.059970852017937226,0.2417,0.24811688311688315,1015.6503533106516
NY-CMP-1859,"Paid Ads","Tier 2 City Customers","Email, Facebook",English,"College Students",2024-10-27,2024-10-27,18,83849,7862,1985,650,314600,458.64,0.06,12.52,0.0938,0.058336301195624524,0.0827,0.7056,685.9410430839002
NY-CMP-1860,"Social Media","Working Women","Google, Facebook, YouTube",English,Youth,2025-01-24,2025-01-24,9,43278,5677,2376,1309,683298,88.83,4.88,21.63,0.1312,0.015647348951911222,0.2306,0.06786096256684492,7692.198581560284
NY-CMP-1861,SEO,"Working Women",WhatsApp,Tamil,"College Students",2024-12-06,2024-12-06,27,70387,4252,2294,1545,692160,156.49,1.86,11.5,0.0604,0.036803857008466605,0.3634,0.10128802588996764,4423.030225573519
NY-CMP-1862,"Social Media","College Students","YouTube, Email, Google",Hindi,"Working Women",2024-07-28,2024-07-28,10,62286,4826,2011,1244,291096,108.13,1.16,12.97,0.0775,0.02240571902196436,0.2578,0.08692122186495177,2692.0928511976326
NY-CMP-1863,Influencer,"Premium Shoppers","WhatsApp, Facebook",Hindi,"Tier 2 City Customers",2025-04-06,2025-04-06,30,56101,5619,3054,1902,1202064,49.61,11.74,18.85,0.1002,0.008828973126890906,0.3385,0.026083070452155625,24230.27615400121
NY-CMP-1864,"Paid Ads","Working Women","Instagram, YouTube, Email",Tamil,"College Students",2024-10-24,2024-10-24,22,61482,2768,1572,518,395752,159.93,3.78,7.9,0.0450,0.05777817919075145,0.1871,0.30874517374517374,2474.532608016007
NY-CMP-1865,SEO,"College Students","WhatsApp, Facebook, Google",Tamil,"Working Women",2024-08-08,2024-08-08,19,57598,3097,1266,600,310800,279.34,0.85,8.62,0.0538,0.09019696480464966,0.1937,0.46556666666666663,1112.6226104388918
NY-CMP-1866,Influencer,"Working Women",WhatsApp,English,Youth,2025-04-17,2025-04-17,16,67958,7166,2675,1623,373290,107.45,1.14,16.87,0.1054,0.014994418085403294,0.2265,0.06620455945779422,3474.0809678920427
NY-CMP-1867,SEO,"Working Women","Email, YouTube",Bengali,"Tier 2 City Customers",2025-04-19,2025-04-19,16,60914,2936,1483,1013,466993,64.35,6.16,8.92,0.0482,0.021917574931880106,0.3450,0.06352418558736427,7257.078477078478
NY-CMP-1868,SEO,"Tier 2 City Customers","Email, Instagram",Tamil,"College Students",2025-04-18,2025-04-18,16,73094,10190,3909,1398,673836,104.18,3.63,21.2,0.1394,0.010223748773307164,0.1372,0.07452074391988556,6467.997696294874
NY-CMP-1869,SEO,"Tier 2 City Customers",YouTube,Hindi,Youth,2024-10-12,2024-10-12,20,89331,3365,1705,1183,330057,253.04,0.1,7,0.0377,0.07519762258543833,0.3516,0.21389687235841082,1304.366898514069
NY-CMP-1870,Email,"Tier 2 City Customers","WhatsApp, Instagram",English,"Premium Shoppers",2024-12-12,2024-12-12,25,84264,5068,1604,1212,892032,162.05,3.54,9.36,0.0601,0.03197513812154696,0.2391,0.1337046204620462,5504.671397716754
NY-CMP-1871,SEO,"Tier 2 City Customers","Facebook, Email, Google",Bengali,"Tier 2 City Customers",2024-08-07,2024-08-07,23,57610,8167,2777,1612,1233180,152.81,4.01,21.79,0.1418,0.0187106648708216,0.1974,0.09479528535980149,8070.021595445324
NY-CMP-1872,Influencer,"Tier 2 City Customers","Instagram, Google, Facebook",English,"Working Women",2025-04-10,2025-04-10,23,39000,2193,1118,685,322635,257.82,0.83,10.25,0.0562,0.11756497948016416,0.3124,0.37637956204379563,1251.3963230160577
NY-CMP-1873,Email,"Premium Shoppers","Facebook, Google, YouTube",English,Youth,2025-05-18,2025-05-18,20,76327,5411,2369,1049,597930,278.22,1.05,11.57,0.0709,0.05141748290519313,0.1939,0.2652240228789323,2149.126590467975
NY-CMP-1874,SEO,"Tier 2 City Customers","Google, Instagram, Facebook",English,"Tier 2 City Customers",2025-03-27,2025-03-27,19,87903,5932,2736,937,656837,81.49,7.6,10.93,0.0675,0.013737356709372891,0.1580,0.08696905016008537,8060.338691864033
NY-CMP-1875,SEO,"Premium Shoppers","Instagram, Email",Bengali,Youth,2025-01-01,2025-01-01,24,40499,2290,791,599,174309,88.14,2.3,9.09,0.0565,0.03848908296943231,0.2616,0.14714524207011687,1977.6378488767868
NY-CMP-1876,Influencer,"Tier 2 City Customers","Facebook, YouTube",Tamil,"Premium Shoppers",2024-12-08,2024-12-08,17,32872,1366,290,186,147870,912.82,-0.13,5.6,0.0416,0.6682430453879942,0.1362,4.907634408602151,161.99250673736333
NY-CMP-1877,Email,"Tier 2 City Customers","Google, Email, Facebook",Bengali,"Working Women",2025-01-10,2025-01-10,20,11315,411,121,81,52731,704.83,-0.08,5.42,0.0363,1.7149148418491484,0.1971,8.701604938271606,74.81378488429834
NY-CMP-1878,"Social Media","College Students","Email, Facebook",English,Youth,2024-07-08,2024-07-08,10,27856,3359,1967,805,264845,77.44,3.25,22.01,0.1206,0.02305448050014885,0.2397,0.09619875776397516,3420.002582644628
NY-CMP-1879,SEO,"Working Women","WhatsApp, Instagram, Facebook",English,"Working Women",2025-03-14,2025-03-14,23,26461,3588,1198,481,288600,608.81,-0.01,19.9,0.1356,0.16967948717948717,0.1341,1.2657172557172556,474.0395197187957
NY-CMP-1880,Email,"College Students",Facebook,Bengali,"Premium Shoppers",2024-08-23,2024-08-23,28,75746,7695,2313,1484,1172360,192.17,3.11,15.17,0.1016,0.024973359324236517,0.1929,0.1294946091644205,6100.6400582817305
NY-CMP-1881,"Social Media","Tier 2 City Customers",WhatsApp,Hindi,"Tier 2 City Customers",2024-08-20,2024-08-20,14,52688,3739,1568,537,363549,240.44,1.82,11.09,0.0710,0.06430596416154052,0.1436,0.44774674115456237,1512.0154716353352
NY-CMP-1882,"Paid Ads","College Students","YouTube, WhatsApp, Email",Hindi,"Premium Shoppers",2025-02-14,2025-02-14,23,34731,3641,1486,939,198129,224.22,-0.06,17.47,0.1048,0.061581982971711066,0.2579,0.23878594249201276,883.6366069039336
NY-CMP-1883,Influencer,"Working Women",Email,Hindi,"Premium Shoppers",2025-03-02,2025-03-02,18,34353,4155,1710,867,681462,152.03,4.17,19.6,0.1210,0.03658965102286402,0.2087,0.1753517877739331,4482.417943826877
NY-CMP-1884,"Social Media","Working Women","Email, Facebook",Bengali,"College Students",2024-12-04,2024-12-04,25,28523,3786,1044,730,255500,183.91,0.9,19.49,0.1327,0.04857633386159535,0.1928,0.2519315068493151,1389.266489043554
NY-CMP-1885,"Social Media",Youth,WhatsApp,Bengali,"College Students",2025-02-28,2025-02-28,15,88723,8224,4737,3542,2518362,16.03,43.36,18.6,0.0927,0.001949173151750973,0.4307,0.004525691699604743,157103.05676855895
NY-CMP-1886,Email,"Working Women",Instagram,Bengali,"Premium Shoppers",2024-12-08,2024-12-08,20,57112,4102,2087,658,493500,221.31,2.39,11.99,0.0718,0.05395173086299366,0.1604,0.3363373860182371,2229.9037549139216
NY-CMP-1887,"Social Media","Premium Shoppers","Email, Google, Facebook",Bengali,"Working Women",2024-07-22,2024-07-22,17,87278,4207,1545,723,336195,125.26,2.71,7.42,0.0482,0.029774185880675066,0.1719,0.17325034578146611,2683.977327159508
NY-CMP-1888,Email,"Tier 2 City Customers","YouTube, Facebook",Tamil,"Working Women",2024-11-23,2024-11-23,6,97901,14549,7758,4438,1429036,18.48,16.42,27.32,0.1486,0.0012701903910921713,0.3050,0.00416403785488959,77328.78787878787
NY-CMP-1889,SEO,Youth,Email,Hindi,"Working Women",2024-09-18,2024-09-18,6,14787,605,272,174,104748,697.23,-0.14,7.11,0.0409,1.1524462809917355,0.2876,4.007068965517242,150.23449937610258
NY-CMP-1890,"Social Media","Premium Shoppers","YouTube, Google",Hindi,"Tier 2 City Customers",2025-05-23,2025-05-23,13,37049,3184,753,484,165044,357.82,-0.05,11.93,0.0859,0.11238065326633166,0.1520,0.7392975206611571,461.24867251690796
NY-CMP-1891,Influencer,"Working Women","WhatsApp, YouTube",Bengali,Youth,2024-11-29,2024-11-29,12,23023,2290,1257,755,450735,221.42,1.7,18.69,0.0995,0.09668995633187773,0.3297,0.29327152317880795,2035.6562189504111
NY-CMP-1892,"Social Media","Working Women",Instagram,Bengali,"Premium Shoppers",2025-03-23,2025-03-23,28,99435,4162,1180,661,272993,396.02,0.04,6.04,0.0419,0.09515136953387794,0.1588,0.5991225416036309,689.3414474016464
NY-CMP-1893,Email,Youth,"Email, Facebook",English,"Premium Shoppers",2025-01-24,2025-01-24,22,13497,525,257,188,146264,690.34,0.13,7.19,0.0389,1.3149333333333333,0.3581,3.672021276595745,211.8724106961787
NY-CMP-1894,"Paid Ads",Youth,"Email, YouTube, Google",English,Youth,2024-11-29,2024-11-29,30,40195,1952,1168,887,652832,60.95,11.08,9.97,0.0486,0.03122438524590164,0.4544,0.06871476888387824,10710.943396226414
NY-CMP-1895,"Social Media","Premium Shoppers","Instagram, Google, WhatsApp",English,Youth,2024-11-24,2024-11-24,21,67206,8337,2021,786,608364,213.59,2.62,16.58,0.1241,0.025619527407940507,0.0943,0.27174300254452927,2848.2794138302356
NY-CMP-1896,Influencer,"Premium Shoppers","WhatsApp, Instagram, Email",Bengali,"Working Women",2024-07-10,2024-07-10,17,50767,1160,563,247,64467,601.12,-0.57,3.88,0.0228,0.5182068965517241,0.2129,2.433684210526316,107.24480968858131
NY-CMP-1897,SEO,"Tier 2 City Customers","WhatsApp, Instagram, YouTube",Bengali,Youth,2025-01-17,2025-01-17,26,27696,3434,1618,1259,751623,137.07,3.36,22.79,0.1240,0.03991555037856727,0.3666,0.10887212073073868,5483.497483037864
NY-CMP-1898,Email,Youth,YouTube,Hindi,Youth,2025-05-06,2025-05-06,20,10667,1302,510,302,150094,745.94,-0.33,19.82,0.1221,0.5729185867895545,0.2320,2.47,201.2145748987854
NY-CMP-1899,"Paid Ads","Working Women",Email,English,"Tier 2 City Customers",2025-05-13,2025-05-13,28,97393,3657,820,477,220851,143.25,2.23,5.09,0.0375,0.039171452009844135,0.1304,0.300314465408805,1541.717277486911
NY-CMP-1900,Email,"Premium Shoppers","Instagram, Google",Hindi,Youth,2024-10-22,2024-10-22,13,90492,4242,1811,1191,877767,111.9,5.59,8.01,0.0469,0.02637906647807638,0.2808,0.09395465994962217,7844.209115281501
NY-CMP-1901,"Social Media","Working Women","Email, WhatsApp",Hindi,Youth,2024-12-11,2024-12-11,12,42636,4732,2488,1965,1432485,150.5,3.84,21.54,0.1110,0.031804733727810654,0.4153,0.07659033078880408,9518.172757475084
NY-CMP-1902,Email,"Tier 2 City Customers","Facebook, Google, YouTube",English,Youth,2024-08-04,2024-08-04,27,25561,2871,1721,1043,515242,142.59,2.46,22.05,0.1123,0.04966562173458725,0.3633,0.13671140939597315,3613.451153657339
NY-CMP-1903,"Paid Ads","Premium Shoppers","Email, Facebook",English,"Premium Shoppers",2024-09-28,2024-09-28,13,29277,3010,1146,517,379478,571.41,0.28,15.96,0.1028,0.18983720930232556,0.1718,1.1052417794970986,664.1080835127142
NY-CMP-1904,"Social Media","Tier 2 City Customers","WhatsApp, Email, Facebook",Tamil,"Working Women",2024-12-09,2024-12-09,19,49627,4573,2549,1689,839433,107.88,3.61,17.75,0.0921,0.023590640717253444,0.3693,0.06387211367673179,7781.173526140156
